sku,marketplace_item_name_ar,marketplace_item_name_en,seller_item_name
1261,الفانوفا 0.15% قطرة عين 5 مل,ALPHANOVA 0.15% EYE DROPS 5 ML,الفانوفا قطره س ج 42
1469,شوجارلو بلس 50/1000 مجم 30 قرص,SUGARLO PLUS 50 / 1000 MG 30 TAB,شوجارلو بلس 50/1000مجم س 136.5
2521,ايزابريل 20 مجم 20 قرص,EZAPRIL 20 MG 20 TAB,ايزابريل 20 مجم اقراص سعرر جديد
543,برونتوجيست 100مجم / 2 مل 10 امبول,PRONTOGEST 100 MG/2 ML I.M.10 AMP.,برونتوجيست امبولات(سعرجدديد
285,كونترولوك 20 مجم 14 قرص,CONTROLOC 20 MG 14 TAB,كونترولوك20 مجم 14قرص
3640,سيكودال 3 مجم 30 قرص,PSYCHODAL 3 MG 30 TAB,سيكودال 3 مجم اقراص147ج
490,فاكتو مرهم 30 جم,FAKTU OINT. 30 GM,فاكتو مرهم س ج *
1322,استوهالت 40 مجم 14 كبسول,ESTOHALT 40 MG 14 CAP,استوهالت40مجم اقراص س.ج
4102,بيبون 30 كبسول,PEPON 30 CAP,بيبون كبسول عادى35ج
2737,بترو 30 قرص,PETRO 30 TAB,بترو قرص
2737,بترو 30 قرص,PETRO 30 TAB,PETRO 30 TAB
1476,كلاريتين 1مجم/مل شراب 100 مل,CLARITINE 5 MG/5ML SYRUP 100 ML,كلارتين شراب س.ج
4750,دولسيل 1 مجم 30 قرص,DOLCYL 1 MG 30 TAB,دولسيل1 اقراص
1383,فيرسيرك 16 مجم 30 قرص,VERSERC 16 MG 30 TAB,فيرسيرك 16 مجم 3 شريط/س ج
814,فليكس 50 مكجم/جرعة بخاخ للانف 16 جم,FLIX 50 MCG/METERED NASAL SPRAY 20 ML,فليكس سبراى س ج
2064,اتاكاند 4 مجم 14 قرص,ATACAND 4 MG 14 TAB,اتاكاند 4مجم 14قرص
2155,ابيكوتيل 20 مجم 10 قرص,EPICOTIL 20 MG 10 TAB,ابيكوتيل 20مجم - 10قرص س جديد28.5
53,زيثرون 500 مجم 5 قرص,XITHRONE 500 MG 5 TAB,زيثرون 500 مجم 5 قرص/امون
533,اميبرايد 50 مجم 20 قرص,AMIPRIDE 50 MG 20 TAB,اميبريد 50 مجم اقراص س * ج**
1724,سيبروفلوكساسين-اورجانو 750 مجم 10 قرص,CIPROFLOXACIN-ORGANO  750 MG 10 TAB,سيبروفلوكساسين750اورجانو س ج
1757,لوبريفيسك 0.1% قطرة عين 10 مل,LUBRIVISC 0.1% EYE DROPS 10 ML	,لوبرفيسك قطرة س ج
1705,لاسيكس 24 قرص,LASIX 40 MG 24 TAB,لاسيكس 40مجم اقراص س*ج**
1734,ابيكسيدون 3 مجم 30 قرص,APEXIDONE 3 MG 30 TAB,ابيكسيدون 3مجم اقراص(سعر
73,تافانيك 500 محم 5 قرص,TAVANIC 500 MG 5 TAB,تافانيك 500 مج 5 قرص
2137,كالسيوم دي 3 اف 30 قرص,CALCIUM-D3 F 30 TAB,كالسيوم د 3 اف اقراص س ج
84,اوميز 20 مجم 14 كبسول,OMEZ 20 MG 14 CAP,اوميز20 مجم 14 ك/س ج
6833,املوديبين 5 مجم 30 قرص,AMLODIPINE 5 MG 30 TAB,املوديبين 5م اقراص
690,كولوفيرين أ 30 قرص,COLOVERIN A 30 TAB,كولوفيرين ا اقراص
58,ديكساميثازون-العامرية 8 مجم / 2 مل 3 امبول,DEXAMETHASONE-AMRIYA 8 MG/2 ML 3 AMP.,ديكساميثازون 3امبول العامريه
2482,ابيكسيدون 1مجم/مل شراب 100 مل,APEXIDONE 1MG/ML SYRUP 100 ML,ابيكسيدون ش 100مل س ج/ابيكس
132,ريكوكسيبرايت 90 مجم 30 قرص,RECOXIBRIGHT 90 MG 30 TAB,ريكوكسيبرايت90مجم/30قرص
22,ديبوفيت بي12 - 1000 مكجم / مل 5 امبول,DEPOVIT B12 1000 MCG/ML I.M 5 AMP.,ديبوفيت ب 12 5 امبول/سعر جديد
491,تادالونج 20 مجم 4 قرص,TADALONG 20 MG 4 TAB,تادالونج 20مجم 4 قرص
812,ستيرونات 5 مجم 20 قرص,STERONATE 5 MG 20 TAB,ستيرونات نور اقراص#
3832,اليير 5 مجم 20 قرص,ALLEAR 5 MG 20 TAB,اللير 5مجم 20قرص**
1484,موبيتيل 15 مجم / 1.5 مل 3 امبول,MOBITIL 15 MG/1.5 ML 3 AMP.,موبيتيل 3امبول
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان بلس 12.5/32مج 14قرص #
2128,بيوتين فورت 5 مجم 60 كبسولة,BIOTIN FORTE 5 MG 60 CAP,بيوتين فورت 5 مجم كبسول ++ س ج 2
1316,ايراستابكس 40 مجم 30 قرص,ERASTAPEX 40 MG 30 TAB,ايراستابكس 40 مجم عادى
2414,براديبيكت 7.5 مجم 28 قرص,BRADIPECT 7.50 MG 28 TAB,براديبيكت 7.5 مجم 28 قرص س.ج 176
242,نيكسيكيور 40 مجم 20 قرص,NEXICURE 40 MG 20 TAB,نيكسيكيور 40 مجم 20ق
234,ستاركوبريكس 5 مجم 30 قرص,STARKOPREX 5 MG 30 TAB,ستاركوبريكس5 م 30 ق
744,كيتولاك 10 مجم 20 قرص,KETOLAC 10 MG 20 TAB,كيتولاك اقرصصصص
10,بانادول اكسترا 24 قرص,PANADOL EXTRA 24 TAB,بانادول اكسترا الاحمر/س ج
1326,تورسيريتك 100مجم 30 قرص,TORSERETIC 100 MG 30 TAB,تورسيريتك100مج/30قرص /غالى
8771,ار اكس كريم مساج 50 جم,RX MASSAGE CREAM 50 GM,ار اكس كريم50جنيه
343,كلوبكس 75 مجم 30 قرص,CLOPEX 75 MG 30 TAB,كلوبكس اقراص س قديم
614,كوليروز 20 مجم 21 قرص,CHOLEROSE 20 MG 21 TAB,كوليروز 20مجم اقراص س ج
836,تراى ليرج قطرة 10 مل,TRILLERG EYE DROPS 10 ML,تراى ليرج س ج
166,بانادول كولد آند فلو داي 24 قرص,PANADOL COLD&FLU DAY 24 TAB,بانادول كولد اند فلو س.ج
3517,زنكوديرم كريم 50 جم,ZINCODERM CREAM 50 GM,زنكوديرم كريم سعر 45جنيه
294,دلتافيت ب12 - 1 مجم 30 قرص تحت اللسان,DELTAVIT B12 1000 MCG 30 SUBLINGUAL TAB,دلتافيت ب 12-**
1494,اكس تينشن بلس 300/12.5 مجم 28 قرص,X-TENSION PLUS 300MG/12.5 MG 28 TAB,اكستنشن 300 بلس
821,تارجوفلوكسين 750 مجم 10قرص,TARGOFLOXIN 750 MG 10 TAB,تارجوفلوكساسين 750-2 شريط ركزززز
101,اوبلكس- ان شراب 125 مل,OPLEX-N SYRUP 125 ML,اوبلكس شراب 125مل س ج ج
2520,ريسباتيو 20 مجم 20 قرص,RESPATIO 20 MG 20 TAB,ريسباتيو20مم قرص
3797,ابل-لايت 30 قرص,APPLE LITE 30 TAB,ابل لايت ق ميباكو
2080,رومارين 75 مج 3 امبول,RHEUMARENE 75 MG/3 ML I.M 3 AMP.,رومارين 75مجم امبول
247,بروتوفيكس 40 مجم 14 قرص,PROTOFIX 40 MG 14 TAB,بروتوفكس 40 مجم كبسول*س جديد
1469,شوجارلو بلس 50/1000 مجم 30 قرص,SUGARLO PLUS 50 / 1000 MG 30 TAB,شوجارلو 1000 /50 مجم بلسسسسس
8931,ايزيس نعناع 12 فلتر,ISIS PEPPERMINT 12 FILTER,نعاع ايزيس كبير
2097,شاى ريجيم رويال 25 فلتر,ROYAL REGIME TEA 25 FILTER,شاى ريجيم صغييييير
202,جابتن 300 مجم 30 كبسولة,GAPTIN 300 MG 30 CAP,جابتن 300 س ج الدلتا
483,لوسترال 50 مجم 20 قرص,LUSTRAL 50 MG 20 TAB,لوسترال 50 مجم 20 قرص
1884,ليليبيل 10 مجم 20 قرص,LELIPEL 10 MG 20 TAB,ليليبل 10م اقراص 71.50ج
179,سيلدافا 100 مجم 12 قرص,SILDAVA 100 MG 12 TAB,سيلدافا 100مجم----3333شريط
5,بلافيكس 75 مجم 28 قرص,PLAVIX 75 MG 28 TAB,بلافيكس 75مجم 28قرص س ج
52,دوفاستون 10 مجم 60 قرص,DUPHASTON 10 MG 60 TAB,دوفاستون اقراص س ج
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان 32/12.5 بلس اقراص
1367,انتيكوكس 15 مجم 30 قرص,ANTI-COX II 15 MG 30 TAB,انتى كوكس 15مجم 3شريطط
513,اوتريفين 0.05 % نقط أنف للأطفال 15 مل,OTRIVIN PEDIATRIC 0.05% NASAL DROPS 15 ML,اوتريفين نقط اطفال جديد
2078,انكونت ال ايه 4 مجم 30 قرص,INCONT L.A 4 MG 30 TAB,انكونت ك
106,سبازمو ديجستين 30 قرص,SPASMODIGESTIN 30 TAB,سبازموديجستين اقراص جديد
1335,سوفيناسين 10 مجم 20 قرص,SOFENACIN 10 MG 20 TAB,سوفيناسين 10مجم اقراص س ج
2520,ريسباتيو 20 مجم 20 قرص,RESPATIO 20 MG 20 TAB,ريسباتيو20 قرص سعر جديد
812,ستيرونات 5 مجم 20 قرص,STERONATE 5 MG 20 TAB,ستيرونات نور اقراص/سعر جديد
998,ثرومبكس جيل 40 جم,THROMBEXX DNA GEL 40 GM,جلامى لاب انتى رينكل جل
2006,التيازيم 60 مجم 40 قرص,ALTIAZEM 60 MG 40 TAB,التيازيم اقراص 40 قرص*10
422,تافاسين 750 مجم 5 قرص,TAVACIN 750 MG 5 TAB,تافاسين 750مجم اقراص س ج ج
209,دانست 4 مجم / 2 مل 3 امبول,DANSET 4 MG/2 ML 3 AMP.,دانسيت 4مجم 3 امبول سعر جديد
4623,مايوديورا 10 مجم 30 قرص,MYODURA 10 MG 30 TAB,مايوديورا10مجم/30قرص
938,بون كير 1 مكجم 30 كبسولة,BONE CARE 1 MCG 30 CAP,بون كير 1 ميكرو/فارماكير اقراص
4750,دولسيل 1 مجم 30 قرص,DOLCYL 1 MG 30 TAB,دوليسيل1مجم 3شرائط 27 ج
1412,كورتيبليكس ب 6 للاطفال 3 امبول,CORTIPLEX B6 PEDIATRIC 3 AMP.,كورتيبلكس ب6 امبول اطفال**
867,جليميبرايد بلس 30/4 مجم 30 قرص,GLIMEPIRIDE-PLUS 4 MG/30 30 TAB,جليمابرايد بلاس 30/4 قرص
247,بروتوفيكس 40 مجم 14 قرص,PROTOFIX 40 MG 14 TAB,بروتوفكس 40 كبسول
6833,املوديبين 5 مجم 30 قرص,AMLODIPINE 5 MG 30 TAB,املودبين5مجم اقراص
526,امريزول 500 مجم 20 قرص,AMRIZOLE TABS 500 MG 20,امريزول500مجم اقراص25جنيه
476,اولابكس 10 مجم 30 قرص,OLAPEX 10 MG 30 TAB,اولابكس 10مجم اقراص**
193,تلفاست 180 مجم 20 قرص,TELFAST 180 MG 20 TAB,تلفاست 180مجم جديد
121,كولوفيرين دى 30 قرص,COLOVERIN-D 30 TAB,كولوفيرين ((د)) سعر جددديد
550,اكتينون 2 مجم 20 قرص,ACHTENON 2 MG 20 TAB,اكتينون اقراص س ج
26,اريك 100 مجم 12 قرص,EREC 100 MG 12 TAB,اريك 100 مجم 3 شريط كبير س ج
293,كارنيفيتا فورت 30 قرص,CARNIVITA FORTE 30 TAB,كارنيفيتا فورت 3شريط كبسول
198,فنتال مركب بخاخ عن طرق الفم 200 جرعة,VENTAL COMPOSITUM SPRAY 200 DOSE,فنتال مركب سبرى
1304,رويال شاى ريجيم 50 فتلة,ROYAL REGIME TEA 50 FILTER,شاى رجيم رويال كبير 26ج
642,فاستافلام 50 مجم 20 قرص,VASTAFLAM 50 MG 20 TAB,فاستافلام 50ملى اقراص * س ج
112,بانتولوك 40 مجم 14 قرص,PANTOLOC 40 MG 14 TAB,بانتولوك-40 مجم14 اقراص
1534,رومانتيجرا 20 مجم 4 قرص,ROMANTIGRA 20 MG 4 TAB,رومانتيجرا 20مج 4 قرص
1394,ايسوبتن ريتارد 240 مجم 30 قرص,ISOPTIN SR 240 MG 30 TAB,ايسوبتن ريتارد 240 مل ج
2635,بيرفكت كير محلول عدسات 120 مل,PERFECT CARE SOLUTION 120 ML,بيرفكت كير محلول صغير
775,دوكسيرازول 60 مجم 14 كبسول,DOXIRAZOL 60 MG 14 CAP,دوكسى يورازول 60 ك/الحكمة
624,اميجران ادكو 30 قرص,AMIGRAINE 30 TAB,اميجران 3شريط
596,بريستافلام 100 مجم 20 قرص,BRISTAFLAM 100 MG 20 TAB,BRISTAFLAM 100 MG 20 TAB
1969,ديبرام 20 مجم 20 قرص,DEPRAM 20 MG 20 TAB,DEPRAM 20 MG 20 TAB
2226,ابيكسيدون 1 مجم 20 قرص,APEXIDONE 1 MG 20 TAB,ابيكسيدون1مجم س ج
5,بلافيكس 75 مجم 28 قرص,PLAVIX 75 MG 28 TAB,بلافيكس 75مجم 28قرص سعر جديد
1179,دلتارينو بخاخ بالأنف 15 مل,DELTARHINO NASAL SPRAY 15 ML,دلتارينو بخاخ س/ج
1257,بانتولوك 20 مجم 14 قرص,PANTOLOC 20 MG 14 TAB,بانتولوك 20مج المهن
487,بليجيكا 1 % قطرة عين 10 مل,PLEGICA 1% EYE DROPS 10 ML,بليجيكا قطر عين س ج
34,اوميجا-3 بلس 30 كبسولة,OMEGA-3 PLUS 30 CAP,اوميجا 3 بلس كبسول س ج
1834,فورتيموكس بلس قطرة عين 5 مل,FORTYMOX PLUS EYE DROP 5 ML,فورتيموكس بلس س ج
478,سيريتايد ديسكس 250/50 مكجم 60 جرعة,SERETIDE DISKUS 250 / 50 MCG 60 DOSE,سيريتايد ديسكس250مجم س ج
1474,البافيت بالحديد شراب 60 مل,ELBAVIT SYRUP IRON 60 ML,البافيت بالحديد شراب
36,كونفنتين 300 مجم 30 كبسولة,CONVENTIN 300 MG 30 CAP,كونفنتين 300مجم 30كبسول**
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان بلس 32/12.5مجم
1182,اولفين 75 مجم / 2 مل 6 امبول,OLFEN 75 MG/2 ML 6 AMP.,اولفن امبول 6 امبولة المهن س ج
1221,كارباميد ممفيس 10% كريم 30 جم,CARBAMIDE CREAM 30 GM,كارباميد* كريم/
152,كيتولاك 30 مجم / 2 مل 5 امبول,KETOLAC 30 MG/2 ML 5 AMP.,كيتولاك حقن س جدييييد
500,نورفاسك 5 مجم 30 قرص,NORVASC 5 MG 30 TAB,نورفاسك 5مجم اقراص
213,اماريل 4 مجم 30 قرص,AMARYL 4 MG 30 TAB,اماريل4مجم اقراص79.5جنيه
477,جستيكول 20 مجم 14 قرص,JUSTECHOL 20 MG 14 TAB,جاست كول 20مل 2شريط
2517,البافيت كالسيوم شراب 60 مل,ELBAVIT WITH CALCIUM SYRUP 60 ML,البافيت كالسيوم شراب جديد
2529,كاردورا 1 مجم 21 قرص,CARDURA 1 MG 21 TAB,كاردور 1مجم اقراص سعر جديد
206,ايراستابكس تريو 10/40/25 مجم 30 قرص,ERASTAPEX TRIO 10/40/25 MG 30 TAB,ايراستابكس تريو 25/40/10 اقراص * س ج
1143,فاروفيجا 100 مجم 12 قرص,FAROVIGA 100 MG 12 TAB,فاروفيجا 3 شريييط احترس
2610,ديبروساليك مرهم 15 جم,DIPROSALIC OINT. 15 GM,ديبروساليك مرهم : جديد 19
3770,اكتوفنت سي آر 4 مجم 20 قرص,OCTOVENT CR 4 MG 20 TAB,اكتوفنت اس ار اقراص*سعر 12ج
366,ارث فرى 20 مجم 30 قرص,ARTHFREE 20 MG 30 TAB,ارث فرى 20 مجم كبسول
4102,بيبون 30 كبسول,PEPON 30 CAP,بيبون عادة كبسول
1003,فيلدافورمين 50 / 1000 مجم 30 قرص,VILDAFORMIN 50MG/1000 MG 30 TAB,فيلدافورمين1000/50قرص30 س ج/سوفاليو
472,سيريتايد ديسكس 500/50 مكجم 60 جرعة,SERETIDE DISKUS 500 / 50 MCG 60 DOSE,سيريتيد 500مجم بخاخ جلاكسو س ج
1705,لاسيكس 24 قرص,LASIX 40 MG 24 TAB,لاسيكس 40 اقراص س0ج
206,ايراستابكس تريو 10/40/25 مجم 30 قرص,ERASTAPEX TRIO 10/40/25 MG 30 TAB,ايراستابكس تريو 25/40/10سعر جديد
1092,فوميبريك 10/10 مجم 30 قرص ممتد المفعول,VOMIBREAK 10 MG 30 TAB,فومبيريك 10/10 اقراص
1091,دوسباتالين ريتارد 200 مجم 30 كبسول,DUSPATALIN RETARD 200 MG 30 CAP,دوسبتالين 200مجم ريتارد اقراص
980,لارى برو 20 قرص,LARYPRO 20 LOZENGES,لارى برو 20 قرص س.ج
4887,كانزارتان 300 مجم 30 قرص,KANSARTAN 300 MG 30 TAB,كانزارتان 300مج 30ق س ج/كيميفارم
2285,جراليبنتين اكس آر 300 مجم 30 قرص,GRALIPENTIN XR 300 MG 30 TAB,جرالبنتين300مجم ق
1303,نوستامين قطرة 15 مل,NOSTAMINE EYE/NOSE DROP 15 ML,نوستامين 15مل نقط للعين والانف
28,باي-الكوفان 150 مجم 30 قرص,BI-ALCOFAN 150 MG 30 TAB,باى الكوفان 3 شريط
1367,انتيكوكس 15 مجم 30 قرص,ANTI-COX II 15 MG 30 TAB,انتى كوكس 15مجم 3 شريط س * ج
1466,ميلوكين 4 % كريم 20 جم,MELOQUIN 4%CREAM 20 GM,ميلوكين كريم س ج/بيو
9532,ستارفيل غسول وجه جل 200 مل,STARVILLE FACIAL CLEANSER 200 ML,ستارفيل غسول حماية
1795,اوكيوجارد 30 كبسول,OCUGUARD 30 CAP,اوكيوجارد 30كبسوله س ج ج
166,بانادول كولد آند فلو داي 24 قرص,PANADOL COLD&FLU DAY 24 TAB,بنادول كولد اندفلو اصفر
1067,دانتريلاكس 25 مجم 30 كبسولة,DANTRELAX 25 MG 30 CAP,دانتريلاكس 3شريط س.ج
333,نيتروماك ريتارد 2.5 مجم 60 كبسولة,NITROMAK RETARD 2.5MG 60 CAP,نيتروماك 2.5مجم س69جنيه
2341,اكس تينشن 300 مجم 28 قرص,X-TENSION 300 MG 28 TAB,اكستنشن 300جم 28 قرص ج
52,دوفاستون 10 مجم 60 قرص,DUPHASTON 10 MG 60 TAB,دوفاستون 60قرص س.ج
3114,سالبوفنت 2 مجم /5 مل شراب 120 مل,SALBOVENT SYRUP 120 ML,سالبوفنت شراب/الاسكندرية
660,ديورجوي 60 مجم 3 قرص,DURJOY 60 MG 3 TAB,ديور جوى
299,سولوفريش 0.2 % قطرة عين 10 مل,SOLOFRESH 0.2%EYE DROP 10 ML,سولوفريش قطرة سعر جديد
46,كتافاست 50 مجم 9 كيس,CATAFAST 50 MG 9 SACHETS,كتافاست 9 كيس جديد
2016,ابيكسيدون 4 مجم 30 قرص,APEXIDONE 4 MG 30 TAB,ابيكسدون 4مجم س.ج
10,بانادول اكسترا 24 قرص,PANADOL EXTRA 24 TAB,بانادول اكسترا اقراص س ج
28,باي-الكوفان 150 مجم 30 قرص,BI-ALCOFAN 150 MG 30 TAB,باى الكوفان اقراص 3شريط سعر جديد
166,بانادول كولد آند فلو داي 24 قرص,PANADOL COLD&FLU DAY 24 TAB,بانادول كولد اند فلو انتبه قدييييم
4213,اليفو 5 مجم 20 قرص,ALLEVO 5 MG 20 TAB,اليفو 5 مجم 20 قرص
860,باوريكتا 10 مجم 6 قرص أستحلاب,POWERECTA 10 MG 6 ORO-DISPERSIBLE TAB,باوريكتا 10 مجم مضغ
596,بريستافلام 100 مجم 20 قرص,BRISTAFLAM 100 MG 20 TAB,بريستافلام اقراص /س ج
1051,اوندالينز 4 مجم 5 فيلم سريع الذوبان بالفم,ONDALENZ 4 MG 5 O.D.F,اوندالينز4مجرام 6/23
9,فيلداجلوز بلس 50 / 1000 مجم 30 قرص,VILDAGLUSE PLUS 50/1000 MG 30 TAB,فيلداجلوز بلس 30قرص س ج
357,ديامونركتا 5 مجم 30 قرص,DIAMONRECTA 5 MG 30 TAB,ديامونركتا 5مجم 3 شريط
2106,الليربان اس.ار 2 مجم 20 قرص,ALLERBAN S.R 2 MG 20 TAB,الليربان اس ار20قرص
3021,اميولانت 20 كبسولة,IMMULANT 20 CAP,اميولانت 20كبسول س-ج *
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,دايجست ايز س جديييييييييييد
927,نيفيلوب 2.5 مجم 14 قرص,NEVILOB 2.50 MG 14 TAB,نيفيلوب2.5مجم اقراص د
247,بروتوفيكس 40 مجم 14 قرص,PROTOFIX 40 MG 14 TAB,بروتوفكس 40مجم اقراص 80جنيه
4957,توبمود 50 مجم 30 كبسولة,TOPMODE 50 MG 30 CAP,توبمود 50كبسول جدييد
583,جوسبرين 81 مجم 60 قرص,JUSPRIN 81 MG 60 TAB,جوسبرين 60 قرص (هام) س ج
20,كونفنتين 400 مجم 30 كبسول,CONVENTIN 400 MG 30 CAP,كونفنتين 400مجم 3* شرائط
2737,بترو 30 قرص,PETRO 30 TAB,بترو30قررررص س ج/الفاكيور
4887,كانزارتان 300 مجم 30 قرص,KANSARTAN 300 MG 30 TAB,كانزرتان300 مجم س ج
3517,زنكوديرم كريم 50 جم,ZINCODERM CREAM 50 GM,ZINCODERM CREAM 50 GM
420,جولد بلس غسول مهبلي 250 مل,GOLD PLUS VAGINAL DOUCHE 250 ML,جولد بلاس دش مهبلى250 مم كبير
1334,جينوزول 2 % كريم مهبلي 40 جم,GYNOZOL 2%VAGINAL CREAM 40 GM,جينوزول 2 % كريم مهبلي 40 جم
2016,ابيكسيدون 4 مجم 30 قرص,APEXIDONE 4 MG 30 TAB,ابيكسيدون 4مجم اقراص س * ج**
3369,دينستين 30 كبسول,DENSITIN 30 CAP,دينيستين 30كبسولة س ج
26,اريك 100 مجم 12 قرص,EREC 100 MG 12 TAB,اريك 3 شريط اقراص @
1434,التراكايين 5% جيل 30 جم,ULTRACAINE 5%GEL 30 GM,التراكايين جيل كبير سعر11.5
479,فيبراميسين 100 مجم 10 كبسولات,VIBRAMYCIN 100 MG 10 CAP,فيبراميسن كبسول س ق
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابيماش 300مجم 30قرص
2359,ابيمول 300 مجم 5 اقماع,ABIMOL 300 MG 5 RECTAL SUPP.,ابيمول 300مجم 5لبوس
202,جابتن 300 مجم 30 كبسولة,GAPTIN 300 MG 30 CAP,جابتين300(3شريط)*0
977,الكابريس 10 مجم 30 قرص,ALKAPRESS 10 MG 30 TAB,الكابرس 10 مجم 30 قرص
614,كوليروز 20 مجم 21 قرص,CHOLEROSE 20 MG 21 TAB,كوليروز20مجم قرص 79.5س ج
4213,اليفو 5 مجم 20 قرص,ALLEVO 5 MG 20 TAB,اليفو اقراص س ج
2097,شاى ريجيم رويال 25 فلتر,ROYAL REGIME TEA 25 FILTER,شاى رويال ريجيم صغير/14 جنيه ***
2429,الليربان 1مجم/5مل شراب 100 مل,ALLERBAN 1MG/5ML SYRUP 100 ML,اليربان شراب س.ج
1751,برونتو بلس 20 قرص,PRONTOPLUS 20 TAB,برونتو بلس اقراص اكتوبر
285,كونترولوك 20 مجم 14 قرص,CONTROLOC 20 MG 14 TAB,كونترالوك 20 اقراص س ج
1479,تريتاس 1.25 مجم 14 قرص,TRITACE 1.25 MG 14 TAB,تريتاس1.25مجم 14قرص
84,اوميز 20 مجم 14 كبسول,OMEZ 20 MG 14 CAP,اوميز 20مجم اقراص/ قددديم
5215,كارنيفيتا ادفانس للسيدات 30 كيس,CARNIVITA ADVANCE WOMEN 30 SACHETS,كارنيفيتا ادفانس للسيدات اكياس س.ج
642,فاستافلام 50 مجم 20 قرص,VASTAFLAM 50 MG 20 TAB,فاستافلام 50مجم اقراص
1844,سويتال 1 جم 75 كيس,SWEETAL 1 GM 75 SACHETS,سويتال 75 كيس85ج
1522,هيدروفيرين 50مجم/مل نقط بالفم 30 مل,HYDROFERRIN 50MG/ML ORAL DROPS 30 ML,هيدروفيرين نقط بالفم
1446,روسيتور 10 مجم 14 قرص,ROSITOR 10 MG 14 TAB,روسيتور10مجم/14قرص
812,ستيرونات 5 مجم 20 قرص,STERONATE 5 MG 20 TAB,ستيرونات نور اقراص/1590622
247,بروتوفيكس 40 مجم 14 قرص,PROTOFIX 40 MG 14 TAB,بروتوفكس40مجم كبسول جديييييد
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان 32 بلس
477,جستيكول 20 مجم 14 قرص,JUSTECHOL 20 MG 14 TAB,جستيكول 20 /14 ق اقراص
415,بيوفيت 12 ديبو 2 امبول عضل,BIOVIT-12 DEPOT I.M. 2 AMP.,بيوفيت 12 ديبو 2 امبول عضل
2296,اكس تينشن 150 مجم 28 قرص,X-TENSION 150 MG 28 TAB,X-TENSION 150 MG 28 TAB
1854,هيموجيت 50 مجم / 5 مل شراب 100 مل,HAEMOJET 50 MG/5ML SYRUP 100 ML,هيموجيت100مجم شراب*س.ج
890,توينزول قطرة للعين 5 مل,TWINZOL EYE DROPS 5 ML,توينزول قطرة 5مل ثلاجة س ج/اوركيديا
2521,ايزابريل 20 مجم 20 قرص,EZAPRIL 20 MG 20 TAB,ايزابريل 20مج (عادي) 20ق س ج/ابيكس
160,برونشيكم اليكسر شراب 100 مل,BRONCHICUM ELIXIR 100 ML,برونشكيم شراب سعر جديد
762,اوتريفين بيبي سالين نقط أنف 15 مل,OTRIVIN BABY SALINE NASAL DROP 15 ML,اوتريفين بيبى سالين باكو 120
46,كتافاست 50 مجم 9 كيس,CATAFAST 50 MG 9 SACHETS,كتافاست 50 مجم فوار/س ج
160,برونشيكم اليكسر شراب 100 مل,BRONCHICUM ELIXIR 100 ML,برونشيكم شراب CEG034***
1423,فلاكسوبرايد 5 مجم 30 قرص سريع الذوبان بالفم,FLUXOPRIDE FAST 5 MG 30 ORO-DISPERSIBLE TAB,فلاكسوبرايد 5مجم 30قرص س ج
1513,كاندلكان 16 مجم 14 قرص,CANDALKAN 16 MG 14 TAB,كاندلكان 16مجم/عادى 14قرص
472,سيريتايد ديسكس 500/50 مكجم 60 جرعة,SERETIDE DISKUS 500 / 50 MCG 60 DOSE,سيريتيد دسكس 500مج
1778,جينوكونازول 0.8 % كريم مهبلي 30 جم,GYNOCONAZOL 0.8%VAGINAL CREAM 30 GM,جينوكونازول 1\8 كريم
164,اوتريفين 0.1 % نقط انف للكبار 15 مل,OTRIVIN ADULT NASAL DROPS 15 ML,اوتريفين 1%نقط كبار
666,ال-كارنيتين 20 كبسولة,L-CARNITINE 350 MG 20 CAP,ال-كارنيتين كبسول ميباكو
313,تلفاست 120 مجم 20 قرص,TELFAST 120 MG 20 TAB,تلفاست 120 مجم اقراص جديد
399,اتور 40 مجم 10 قرص,ATOR 40 MG 10 TAB,اتور40مجم
4762,ايزوجاست 20 مجم 14 كبسول,EZOGAST 20 MG 14 CAP,ايزوجاست20م 14 كبسول
96,جابتن 400 مجم 30 كبسولة,GAPTIN 400 MG 30 CAP,جابتن 400مجم اقراص س جدييد
26,اريك 100 مجم 12 قرص,EREC 100 MG 12 TAB,ايريك 3 شريط س.ق
550,اكتينون 2 مجم 20 قرص,ACHTENON 2 MG 20 TAB,اكتينون 2 مجم 20 قرص
116,جليبتس بلس 50/1000 مجم 30 قرص,GLIPTUS PLUS 50/1000 MG 30 TAB,جليبتس 50/1000 بلس اقراص
320,ميوكوستا 100 مجم 20 قرص,MUCOSTA 100 MG 20 TAB,ميوكوستا 100 مج -20 قرص س.ج
2346,ادابالين 0.1% جيل 30 جم,ADAPALENE 0.1%GEL 30 GM,ادابالين جيل 30 جم 16.5ج
